Record Length,20480,,Source,CH2
Sample Interval, CH2:0.0000199999995,,Second,Volt
Vertical Units, CH2:V,,-0.20479999483,3.82000
Vertical Scale, CH2:0.50,,-0.20477999747,3.82000
Vertical Offset, CH2:-3.31000,,-0.20476000011,3.82000
Horizontal Units,s,,-0.20473998785,3.82000
Horizontal Scale,0.0099999998,,-0.20471999049,3.82000
Model Number,SDS1072CML+,,-0.20469999313,3.82000
Serial Number,SDS10BA3163350,,-0.20467999578,3.82000
Software Version,6.01.01.16,,-0.20465999842,3.82000
,,,-0.20464000106,3.82000
,,,-0.20461998880,3.82000
,,,-0.20459999144,3.84000
,,,-0.20457999408,3.82000
,,,-0.20455999672,3.82000
,,,-0.20453999937,3.82000
,,,-0.20452000201,3.82000
,,,-0.20449998975,3.82000
,,,-0.20447999239,3.82000
,,,-0.20445999503,3.82000
,,,-0.20443999767,3.82000
,,,-0.20442000031,3.82000
,,,-0.20439998806,3.82000
,,,-0.20437999070,3.82000
,,,-0.20435999334,3.82000
,,,-0.20433999598,3.82000
,,,-0.20431999862,3.82000
,,,-0.20430000126,3.82000
,,,-0.20427998900,3.82000
,,,-0.20425999165,3.82000
,,,-0.20423999429,3.80000
,,,-0.20421999693,3.82000
,,,-0.20419999957,3.80000
,,,-0.20418000221,3.82000
,,,-0.20415998995,3.82000
,,,-0.20413999259,3.82000
,,,-0.20411999524,3.82000
,,,-0.20409999788,3.80000
,,,-0.20408000052,3.82000
,,,-0.20405998826,3.82000
,,,-0.20403999090,3.82000
,,,-0.20401999354,3.82000
,,,-0.20399999619,3.80000
,,,-0.20397999883,3.82000
,,,-0.20396000147,3.82000
,,,-0.20393998921,3.80000
,,,-0.20391999185,3.82000
,,,-0.20389999449,3.80000
,,,-0.20387999713,3.82000
,,,-0.20385999978,3.82000
,,,-0.20383998752,3.82000
,,,-0.20381999016,3.80000
,,,-0.20379999280,3.82000
,,,-0.20377999544,3.80000
,,,-0.20375999808,3.80000
,,,-0.20374000072,3.80000
,,,-0.20371998847,3.80000
,,,-0.20369999111,3.80000
,,,-0.20367999375,3.80000
,,,-0.20365999639,3.80000
,,,-0.20363999903,3.82000
,,,-0.20362000167,3.80000
,,,-0.20359998941,3.82000
,,,-0.20357999206,3.82000
,,,-0.20355999470,3.80000
,,,-0.20353999734,3.82000
,,,-0.20351999998,3.80000
,,,-0.20349998772,3.80000
,,,-0.20347999036,3.80000
,,,-0.20345999300,3.80000
,,,-0.20343999565,3.82000
,,,-0.20341999829,3.80000
,,,-0.20340000093,3.80000
,,,-0.20337998867,3.82000
,,,-0.20335999131,3.80000
,,,-0.20333999395,3.80000
,,,-0.20331999660,3.80000
,,,-0.20329999924,3.82000
,,,-0.20328000188,3.80000
,,,-0.20325998962,3.82000
,,,-0.20323999226,3.80000
,,,-0.20321999490,3.80000
,,,-0.20319999754,3.80000
,,,-0.20318000019,3.80000
,,,-0.20315998793,3.80000
,,,-0.20313999057,3.80000
,,,-0.20311999321,3.80000
,,,-0.20309999585,3.80000
,,,-0.20307999849,3.80000
,,,-0.20306000113,3.80000
,,,-0.20303998888,3.80000
,,,-0.20301999152,3.80000
,,,-0.20299999416,3.80000
,,,-0.20297999680,3.80000
,,,-0.20295999944,3.80000
,,,-0.20294000208,3.80000
,,,-0.20291998982,3.80000
,,,-0.20289999247,3.80000
,,,-0.20287999511,3.80000
,,,-0.20285999775,3.80000
,,,-0.20284000039,3.80000
,,,-0.20281998813,3.80000
,,,-0.20279999077,3.80000
,,,-0.20277999341,3.80000
,,,-0.20275999606,3.80000
,,,-0.20273999870,3.80000
,,,-0.20272000134,3.80000
,,,-0.20269998908,3.80000
,,,-0.20267999172,3.78000
,,,-0.20265999436,3.78000
,,,-0.20263999701,3.78000
,,,-0.20261999965,3.80000
,,,-0.20260000229,3.80000
,,,-0.20257999003,3.80000
,,,-0.20255999267,3.80000
,,,-0.20253999531,3.80000
,,,-0.20251999795,3.80000
,,,-0.20250000060,3.78000
,,,-0.20247998834,3.80000
,,,-0.20245999098,3.78000
,,,-0.20243999362,3.80000
,,,-0.20241999626,3.80000
,,,-0.20239999890,3.78000
,,,-0.20238000154,3.78000
,,,-0.20235998929,3.80000
,,,-0.20233999193,3.80000
,,,-0.20231999457,3.78000
,,,-0.20229999721,3.80000
,,,-0.20227999985,3.80000
,,,-0.20225998759,3.78000
,,,-0.20223999023,3.78000
,,,-0.20221999288,3.78000
,,,-0.20219999552,3.78000
,,,-0.20217999816,3.78000
,,,-0.20216000080,3.78000
,,,-0.20213998854,3.78000
,,,-0.20211999118,3.78000
,,,-0.20209999382,3.78000
,,,-0.20207999647,3.78000
,,,-0.20205999911,3.78000
,,,-0.20204000175,3.78000
,,,-0.20201998949,3.78000
,,,-0.20199999213,3.78000
,,,-0.20197999477,3.78000
,,,-0.20195999742,3.78000
,,,-0.20194000006,3.76000
,,,-0.20191998780,3.78000
,,,-0.20189999044,3.78000
,,,-0.20187999308,3.78000
,,,-0.20185999572,3.78000
,,,-0.20183999836,3.78000
