vce	Ib(Q1)
-2.130000000000040e+00	-1.100000e-05
-2.120000000000040e+00	-1.100000e-05
-2.110000000000040e+00	-1.100000e-05
-2.100000000000041e+00	-1.100000e-05
-2.090000000000041e+00	-1.100000e-05
-2.080000000000041e+00	-1.100000e-05
-2.070000000000041e+00	-1.100000e-05
-2.060000000000041e+00	-1.100000e-05
-2.050000000000042e+00	-1.100000e-05
-2.040000000000042e+00	-1.100000e-05
-2.030000000000042e+00	-1.100000e-05
-2.020000000000042e+00	-1.100000e-05
-2.010000000000042e+00	-1.100000e-05
-2.000000000000043e+00	-1.100000e-05
-1.990000000000043e+00	-1.100000e-05
-1.980000000000043e+00	-1.100000e-05
-1.970000000000043e+00	-1.100000e-05
-1.960000000000043e+00	-1.100000e-05
-1.950000000000043e+00	-1.100000e-05
-1.940000000000043e+00	-1.100000e-05
-1.930000000000043e+00	-1.100000e-05
-1.920000000000043e+00	-1.100000e-05
-1.910000000000043e+00	-1.100000e-05
-1.900000000000043e+00	-1.100000e-05
-1.890000000000043e+00	-1.100000e-05
-1.880000000000043e+00	-1.100000e-05
-1.870000000000043e+00	-1.100000e-05
-1.860000000000043e+00	-1.100000e-05
-1.850000000000042e+00	-1.100000e-05
-1.840000000000042e+00	-1.100000e-05
-1.830000000000042e+00	-1.100000e-05
-1.820000000000042e+00	-1.100000e-05
-1.810000000000042e+00	-1.100000e-05
-1.800000000000042e+00	-1.100000e-05
-1.790000000000042e+00	-1.100000e-05
-1.780000000000042e+00	-1.100000e-05
-1.770000000000042e+00	-1.100000e-05
-1.760000000000042e+00	-1.100000e-05
-1.750000000000042e+00	-1.100000e-05
-1.740000000000042e+00	-1.100000e-05
-1.730000000000042e+00	-1.100000e-05
-1.720000000000042e+00	-1.100000e-05
-1.710000000000042e+00	-1.100000e-05
-1.700000000000042e+00	-1.100000e-05
-1.690000000000042e+00	-1.100000e-05
-1.680000000000042e+00	-1.100000e-05
-1.670000000000042e+00	-1.100000e-05
-1.660000000000042e+00	-1.100000e-05
-1.650000000000042e+00	-1.100000e-05
-1.640000000000042e+00	-1.100000e-05
-1.630000000000042e+00	-1.100000e-05
-1.620000000000042e+00	-1.100000e-05
-1.610000000000042e+00	-1.100000e-05
-1.600000000000042e+00	-1.100000e-05
-1.590000000000042e+00	-1.100000e-05
-1.580000000000042e+00	-1.100000e-05
-1.570000000000042e+00	-1.100000e-05
-1.560000000000042e+00	-1.100000e-05
-1.550000000000042e+00	-1.100000e-05
-1.540000000000042e+00	-1.100000e-05
-1.530000000000042e+00	-1.100000e-05
-1.520000000000042e+00	-1.100000e-05
-1.510000000000042e+00	-1.100000e-05
-1.500000000000042e+00	-1.100000e-05
-1.490000000000042e+00	-1.100000e-05
-1.480000000000042e+00	-1.100000e-05
-1.470000000000042e+00	-1.100000e-05
-1.460000000000042e+00	-1.100000e-05
-1.450000000000042e+00	-1.100000e-05
-1.440000000000042e+00	-1.100000e-05
-1.430000000000042e+00	-1.100000e-05
-1.420000000000042e+00	-1.100000e-05
-1.410000000000042e+00	-1.100000e-05
-1.400000000000042e+00	-1.100000e-05
-1.390000000000042e+00	-1.100000e-05
-1.380000000000042e+00	-1.100000e-05
-1.370000000000042e+00	-1.100000e-05
-1.360000000000042e+00	-1.100000e-05
-1.350000000000042e+00	-1.100000e-05
-1.340000000000042e+00	-1.100000e-05
-1.330000000000042e+00	-1.100000e-05
-1.320000000000042e+00	-1.100000e-05
-1.310000000000042e+00	-1.100000e-05
-1.300000000000042e+00	-1.100000e-05
-1.290000000000042e+00	-1.100000e-05
-1.280000000000042e+00	-1.100000e-05
-1.270000000000042e+00	-1.100000e-05
-1.260000000000042e+00	-1.100000e-05
-1.250000000000042e+00	-1.100000e-05
-1.240000000000042e+00	-1.100000e-05
-1.230000000000042e+00	-1.100000e-05
-1.220000000000042e+00	-1.100000e-05
-1.210000000000042e+00	-1.100000e-05
-1.200000000000042e+00	-1.100000e-05
-1.190000000000042e+00	-1.100000e-05
-1.180000000000042e+00	-1.100000e-05
-1.170000000000042e+00	-1.100000e-05
-1.160000000000042e+00	-1.100000e-05
-1.150000000000042e+00	-1.100000e-05
-1.140000000000042e+00	-1.100000e-05
-1.130000000000042e+00	-1.100000e-05
-1.120000000000042e+00	-1.100000e-05
-1.110000000000042e+00	-1.100000e-05
-1.100000000000042e+00	-1.100000e-05
-1.090000000000042e+00	-1.100000e-05
-1.080000000000042e+00	-1.100000e-05
-1.070000000000042e+00	-1.100000e-05
-1.060000000000042e+00	-1.100000e-05
-1.050000000000042e+00	-1.100000e-05
-1.040000000000042e+00	-1.100000e-05
-1.030000000000042e+00	-1.100000e-05
-1.020000000000042e+00	-1.100000e-05
-1.010000000000042e+00	-1.100000e-05
-1.000000000000042e+00	-1.100000e-05
-9.900000000000417e-01	-1.100000e-05
-9.800000000000417e-01	-1.100000e-05
-9.700000000000417e-01	-1.100000e-05
-9.600000000000417e-01	-1.100000e-05
-9.500000000000417e-01	-1.100000e-05
-9.400000000000417e-01	-1.100000e-05
-9.300000000000417e-01	-1.100000e-05
-9.200000000000417e-01	-1.100000e-05
-9.100000000000417e-01	-1.100000e-05
-9.000000000000417e-01	-1.100000e-05
-8.900000000000416e-01	-1.100000e-05
-8.800000000000416e-01	-1.100000e-05
-8.700000000000416e-01	-1.100000e-05
-8.600000000000416e-01	-1.100000e-05
-8.500000000000416e-01	-1.100000e-05
-8.400000000000416e-01	-1.100000e-05
-8.300000000000416e-01	-1.100000e-05
-8.200000000000416e-01	-1.100000e-05
-8.100000000000416e-01	-1.100000e-05
-8.000000000000416e-01	-1.100000e-05
-7.900000000000416e-01	-1.100000e-05
-7.800000000000415e-01	-1.100000e-05
-7.700000000000415e-01	-1.100000e-05
-7.600000000000415e-01	-1.100000e-05
-7.500000000000415e-01	-1.100000e-05
-7.400000000000415e-01	-1.100000e-05
-7.300000000000415e-01	-1.100000e-05
-7.200000000000415e-01	-1.100000e-05
-7.100000000000415e-01	-1.100000e-05
-7.000000000000415e-01	-1.100000e-05
-6.900000000000415e-01	-1.100000e-05
-6.800000000000415e-01	-1.100000e-05
-6.700000000000415e-01	-1.100000e-05
-6.600000000000414e-01	-1.100000e-05
-6.500000000000414e-01	-1.100000e-05
-6.400000000000414e-01	-1.100000e-05
-6.300000000000414e-01	-1.100000e-05
-6.200000000000414e-01	-1.100000e-05
-6.100000000000414e-01	-1.100000e-05
-6.000000000000414e-01	-1.100000e-05
-5.900000000000414e-01	-1.100000e-05
-5.800000000000414e-01	-1.100000e-05
-5.700000000000414e-01	-1.100000e-05
-5.600000000000414e-01	-1.100000e-05
-5.500000000000413e-01	-1.100000e-05
-5.400000000000413e-01	-1.100000e-05
-5.300000000000413e-01	-1.100000e-05
-5.200000000000413e-01	-1.100000e-05
-5.100000000000413e-01	-1.100000e-05
-5.000000000000413e-01	-1.100000e-05
-4.900000000000413e-01	-1.100000e-05
-4.800000000000413e-01	-1.100000e-05
-4.700000000000413e-01	-1.100000e-05
-4.600000000000413e-01	-1.100000e-05
-4.500000000000413e-01	-1.100000e-05
-4.400000000000412e-01	-1.100000e-05
-4.300000000000412e-01	-1.100000e-05
-4.200000000000412e-01	-1.100000e-05
-4.100000000000412e-01	-1.100000e-05
-4.000000000000412e-01	-1.100000e-05
-3.900000000000412e-01	-1.100000e-05
-3.800000000000412e-01	-1.100000e-05
-3.700000000000412e-01	-1.100000e-05
-3.600000000000412e-01	-1.100000e-05
-3.500000000000412e-01	-1.100000e-05
-3.400000000000412e-01	-1.100000e-05
-3.300000000000411e-01	-1.100000e-05
-3.200000000000411e-01	-1.100000e-05
-3.100000000000411e-01	-1.100000e-05
-3.000000000000411e-01	-1.100000e-05
-2.900000000000411e-01	-1.100000e-05
-2.800000000000411e-01	-1.100000e-05
-2.700000000000411e-01	-1.100000e-05
-2.600000000000411e-01	-1.100000e-05
-2.500000000000411e-01	-1.100000e-05
-2.400000000000411e-01	-1.100000e-05
-2.300000000000411e-01	-1.100000e-05
-2.200000000000411e-01	-1.100000e-05
-2.100000000000410e-01	-1.100000e-05
-2.000000000000410e-01	-1.100000e-05
-1.900000000000410e-01	-1.100000e-05
-1.800000000000410e-01	-1.100000e-05
-1.700000000000410e-01	-1.100000e-05
-1.600000000000410e-01	-1.100000e-05
-1.500000000000410e-01	-1.100000e-05
-1.400000000000410e-01	-1.100000e-05
-1.300000000000410e-01	-1.100000e-05
-1.200000000000410e-01	-1.100000e-05
-1.100000000000410e-01	-1.100000e-05
-1.000000000000410e-01	-1.100000e-05
-9.000000000004099e-02	-1.100000e-05
-8.000000000004100e-02	-1.100000e-05
-7.000000000004100e-02	-1.100000e-05
-6.000000000004100e-02	-1.100000e-05
-5.000000000004100e-02	-1.100000e-05
-4.000000000004100e-02	-1.100000e-05
-3.000000000004099e-02	-1.100000e-05
-2.000000000004099e-02	-1.100000e-05
-1.000000000004099e-02	-1.100000e-05
0.000000000000000e+00	-1.100000e-05
